"","beta","mu","v","",""
"thetaparm",0.38858934212476,0.254184605088085,0.616248463047668,3,0.000533570705950403
"thetaparm",0.503479073755443,0.390122267184779,0.0415368927642703,0,0.000761984130091313
"thetaparm",0.463676296640188,0.348805140238255,0.26671494054608,1,0.000977223519763131
"thetaparm",0.491601997287944,0.373833713587373,0.211194111499935,1,0.000918394265146154
"thetaparm",0.232202935731038,0.0578497480601072,0.938505696831271,3,0.000778664755299995
"thetaparm",0.482212825678289,0.366844810079783,0.19658301374875,0,0.000518388396998432
"thetaparm",0.511791014578193,0.392389806685969,0.0946643971838057,3,0.00121691711908982
"thetaparm",0.390508812386543,0.258463060948998,0.612598459934816,2,0.00046012077579265
"thetaparm",0.358506383374333,0.229095993563533,0.643596891779453,1,0.00100343740168792
"thetaparm",0.238956502871588,0.0705620222724974,0.926606431836262,2,0.000392587662341105
"thetaparm",0.414232675917447,0.282827659277245,0.567534299101681,3,0.00112073833515753
"thetaparm",0.382478502811864,0.249225233448669,0.616774697089568,2,0.000920454155052805
"thetaparm",0.506356335245073,0.395103716524318,0.0659247741568834,0,0.0011967527825157
"thetaparm",0.362929934635758,0.224073997465894,0.712712869979441,3,0.0012686317153033
"thetaparm",0.390085472958162,0.2717963187024,0.481837303377688,3,0.00105366983302536
"thetaparm",0.489059019368142,0.366491388063878,0.228646884905174,3,0.00094325684860978
"thetaparm",0.428599792299792,0.302798515185714,0.479771269252524,2,0.000643053937692446
"thetaparm",0.390222052112222,0.266927398275584,0.538957370445132,1,0.000281012405264663
"thetaparm",0.311190411448479,0.169515747809783,0.793164984323084,1,6.79180620118264e-05
"thetaparm",0.409916166216135,0.281751058530062,0.513893171912059,2,0.00107217253400528
"thetaparm",0.437030571745709,0.318006937159225,0.359590804437175,0,0.000630037486313646
"thetaparm",0.47654834529385,0.365581568796188,0.122935550054535,2,0.000276117856145359
"thetaparm",0.480241157347336,0.357190343551338,0.293965747812763,3,0.000156429291969296
"thetaparm",0.351592861348763,0.218213431537151,0.691517189377919,0,4.01851479995378e-05
"thetaparm",0.376899505965412,0.253302244935185,0.593263423303142,2,0.000894189580303358
"thetaparm",0.445769058773294,0.324870540294796,0.35528126382269,1,0.000578882298031037
"thetaparm",0.463424149667844,0.34236291074194,0.303160081384704,1,0.0005432653380756
"thetaparm",0.196723869070411,0.0260575276333839,0.956052209250629,3,0.000696205695356434
"thetaparm",0.32517088460736,0.196509724250063,0.713303642114624,3,0.000524633785168406
"thetaparm",0.455749256303534,0.329573130002245,0.378579704789445,3,0.000760829998587516
"thetaparm",0.426695201545954,0.295167332747951,0.531678971834481,3,0.000674008096262908
"thetaparm",0.317524333484471,0.184026692993939,0.756770016858354,1,0.000296608340117951
"thetaparm",0.502274453407153,0.383728547720239,0.16639091912657,2,0.000302722192031622
"thetaparm",0.460329181980342,0.340584471588954,0.310479962266982,1,5.15445249882375e-05
"thetaparm",0.44294533575885,0.321554571390152,0.408715561032295,1,0.0010592355674359
"thetaparm",0.252197782276198,0.0975812443066388,0.89211096893996,0,0.000839035604452004
"thetaparm",0.405409690691158,0.271050617098808,0.605667581083253,3,0.00110139289018244
"thetaparm",0.429950270103291,0.299294317839667,0.488038933137432,3,0.000847537410546523
"thetaparm",0.373330698814243,0.252782405121252,0.559044185327366,3,0.000328220264321066
"thetaparm",0.443491437239572,0.326293900841847,0.3553890963085,1,0.000814188573481301
"thetaparm",0.400517650414258,0.266935628373176,0.590201633283868,3,0.000222763666702677
"thetaparm",0.427696193335578,0.302016670582816,0.449402826605365,2,0.000875904150569394
"thetaparm",0.267098258715123,0.119693506741896,0.87257016543299,0,0.0011858852808183
"thetaparm",0.377979750279337,0.241270636906847,0.654643662739545,3,0.000303962321661692
"thetaparm",0.2343043028377,0.085518387844786,0.899161257781088,3,0.00127921378320107
"thetaparm",0.315228020306677,0.176378728821874,0.772760713007301,0,0.000611736805697656
"thetaparm",0.404796913033351,0.278446244541556,0.510187026113272,1,0.0011881110065486
"thetaparm",0.284497808199376,0.135022231610492,0.845623248023912,1,0.000838239140990269
"thetaparm",0.221434778533876,0.0631542641203851,0.927013806533068,2,0.000390758039992018
"thetaparm",0.377992692869157,0.248203320428729,0.599574748892337,1,0.00124656108147619
"thetaparm",0.514606955694035,0.397038200870156,0.122541139367968,2,0.000722547564735981
"thetaparm",0.36252071079798,0.227184250717983,0.672015238087624,2,0.000737443852612374
"thetaparm",0.433309620479122,0.318087419494987,0.332403102889657,2,0.0004134570381614
"thetaparm",0.455216790083796,0.330935334321111,0.352580645121634,2,0.00106521311148313
"thetaparm",0.399693536339328,0.279722184408456,0.49383260612376,2,0.000126951401731606
"thetaparm",0.494763451861218,0.382936042034999,0.118327205535024,1,0.00116026226967916
"thetaparm",0.377428334206343,0.257924409583211,0.530874671880156,3,0.000853923194117256
"thetaparm",0.354341260623187,0.213221001904458,0.711225485429168,3,0.00110097411835736
"thetaparm",0.234033309621736,0.0780489505268633,0.917172831483185,1,0.000787912231614556
"thetaparm",0.428375880699605,0.311660415260121,0.349832771578804,2,0.00106024217188153
"thetaparm",0.228380309650674,0.0703232646919787,0.922769230790436,1,0.000222197266207768
"thetaparm",0.45247911894694,0.330451449146494,0.390557693317533,1,0.00114899066583756
"thetaparm",0.410053423605859,0.290566927054897,0.452720295172185,1,0.000250337390682719
"thetaparm",0.436011921381578,0.306964345742017,0.454959929222241,3,0.00102960222781629
"thetaparm",0.531251348322257,0.415041692554951,0.0226386645808816,2,0.000290347554091991
"thetaparm",0.357682208763435,0.233695070492104,0.643582894001156,2,0.00122280366847364
"thetaparm",0.231520160567015,0.0818986019585282,0.906945179915056,3,0.000270801608576034
"thetaparm",0.459756398107857,0.341028613271192,0.298986820504069,0,6.98227124885722e-05
"thetaparm",0.327832512557507,0.188045157119632,0.77268714341335,1,0.00119795986873883
"thetaparm",0.482927687233314,0.370946170529351,0.162836363073438,1,0.00111798785708486
"thetaparm",0.393136998871341,0.26209268392995,0.600765301845968,2,0.000479823024796149
"thetaparm",0.508712412090972,0.395067121367902,0.0450388472527266,1,0.000230998178628178
"thetaparm",0.281910543330014,0.137773646274582,0.834830653853714,0,0.000988726986953566
"thetaparm",0.35163558088243,0.214784633368254,0.713360015070066,2,0.000414040314622312
"thetaparm",0.480779078323394,0.367393339518458,0.175550491549075,1,0.000628422125779383
"thetaparm",0.479381433222443,0.369861514540389,0.0665603233501315,2,0.00086647428814967
"thetaparm",0.311828211182728,0.174759052926674,0.772732730023563,1,0.000485883157233014
"thetaparm",0.367165904259309,0.241494562244043,0.607640523929149,1,0.000526946855248334
"thetaparm",0.322946857195348,0.192294059321284,0.740322974976152,2,0.000756557947023753
"thetaparm",0.300947047770023,0.166391068836674,0.786995630012825,2,0.000204793262427502
"thetaparm",0.491301240632311,0.382688303245232,0.00446785241365433,2,0.000763050172326731
"thetaparm",0.417953110300004,0.303306161426008,0.396358138415962,3,0.000489712870359999
"thetaparm",0.506750060943887,0.391834399662912,0.0645716695580631,1,0.00051926398354377
"thetaparm",0.359288706677034,0.219975526211783,0.719334154389799,3,0.00112992235756619
"thetaparm",0.287673797691241,0.148083321051672,0.821257647126913,1,3.12317307820248e-05
"thetaparm",0.48121644044295,0.361502102576196,0.243956446414813,2,6.85248105297687e-06
"thetaparm",0.366293763741851,0.227814799873158,0.684226036537439,3,0.000465925216749
"thetaparm",0.23218563827686,0.058395485393703,0.93531561200507,3,0.00029943179371783
"thetaparm",0.481624738080427,0.364396056625992,0.228635849896818,1,0.000638253953190258
"thetaparm",0.314217966515571,0.165239301510155,0.812298639677465,3,9.79034846216344e-05
"thetaparm",0.337121283169836,0.192370316479355,0.759960857219994,3,0.000570286953154947
"thetaparm",0.338452965486795,0.213766812812537,0.666229050373659,3,0.000445275847086292
"thetaparm",0.489931324031204,0.379102477570996,0.0620544736739248,1,0.000449860963734325
"thetaparm",0.411159465787932,0.282340555684641,0.519758505281061,2,0.000878715952699671
"thetaparm",0.343694126000628,0.212447600439191,0.68620116612874,1,0.000869912156676686
"thetaparm",0.475006531225517,0.352726559620351,0.271244319621474,2,0.000918516211922203
"thetaparm",0.44012488774024,0.326754168607295,0.282216202002019,2,0.000547394331335473
"thetaparm",0.512579361442477,0.394367106957361,0.116281747817993,2,5.37497663876951e-05
"thetaparm",0.477562359534204,0.365789073752239,0.120554038090631,1,0.000615405379086491
"thetaparm",0.488442227244377,0.375500268070027,0.0774737810716033,1,0.00121130804669516
"thetaparm",0.368856264976785,0.246460735797882,0.56912859971635,2,0.00124083446997827
"thetaparm",0.489581938600168,0.376773163210601,0.104210641933605,1,0.000242915705066273
"thetaparm",0.474263480165973,0.365858545526862,0.0834137287456542,3,0.000419061700907261
"thetaparm",0.43486321833916,0.323229657486081,0.268608447164297,3,0.00085662804652473
"thetaparm",0.403582278871909,0.281785160535946,0.515992788365111,1,0.000959962733535883
"thetaparm",0.534491813508794,0.41641376609914,0.023866529809311,3,0.000210527380978136
"thetaparm",0.424118146765977,0.306808313122019,0.425244266865775,2,0.00127832669153748
"thetaparm",0.400926316156983,0.273066552588716,0.574339081533253,1,0.00123032321453761
"thetaparm",0.395638411166146,0.275261475937441,0.511948315426707,2,0.000319689350635657
"thetaparm",0.418311108835042,0.295924770645797,0.468432496068999,0,0.000259865791782953
"thetaparm",0.350200776010752,0.217939604772255,0.69651856017299,0,0.000603270580262705
"thetaparm",0.423184406245127,0.307040128624067,0.385288447374478,2,5.52201117037104e-07
"thetaparm",0.237118219491094,0.0879100130405277,0.901021301746368,3,0.000196925516514325
"thetaparm",0.385635719634593,0.256407460430637,0.614286913303658,1,0.0010530005078937
"thetaparm",0.311044059926644,0.17371609271504,0.775056218495592,1,0.000469585718518708
"thetaparm",0.400771726621315,0.277973660267889,0.517172256484628,1,0.000218628662017408
"thetaparm",0.429253931855783,0.304801910882816,0.430532617960125,1,0.00103050533070327
"thetaparm",0.421967222588137,0.305650676600635,0.39723773743026,2,0.000266646370459079
"thetaparm",0.406036374391988,0.273491427768022,0.578936802223325,3,0.000262077928620368
"thetaparm",0.461103927576914,0.334688570583239,0.395617594476789,3,0.000489956298503815
"thetaparm",0.535891733597964,0.417728578206152,0.0439662039279938,3,0.000423648453930135
"thetaparm",0.508633793564513,0.39143065107055,0.119636763585731,2,0.00018798788143394
"thetaparm",0.251843453384936,0.090316841378808,0.906168638262898,2,1.42541483900208e-05
"thetaparm",0.487577912863344,0.364743956131861,0.231774774147198,3,0.00112599984441909
"thetaparm",0.478834172245115,0.355704612797126,0.266562859062105,3,0.00103230934966933
"thetaparm",0.283370869932696,0.141101491870359,0.826463891658932,1,0.00121789766249145
"thetaparm",0.470089410897344,0.356673137284815,0.227066076360643,1,0.00104361615916954
"thetaparm",0.458624111954123,0.345099230995402,0.26445880997926,2,0.000954920919878883
"thetaparm",0.461676649749279,0.340420037508011,0.345146122388542,1,0.000754916495348059
"thetaparm",0.40423803916201,0.280888197245076,0.51509033376351,0,0.000335306660631401
"thetaparm",0.513729150639847,0.396883681882173,0.071887101046741,2,0.000475674400866506
"thetaparm",0.39849199866876,0.27353270817548,0.52953383885324,0,0.000388121420460033
"thetaparm",0.478723846375942,0.359827782958746,0.236447510309517,1,0.000172726796372393
"thetaparm",0.493303332477808,0.370311722857878,0.230805268278345,3,0.000575288011880681
"thetaparm",0.340267541818321,0.21449858462438,0.68965313420631,3,0.00120803391113993
"thetaparm",0.322734220186248,0.193087904248387,0.738080696202815,2,0.000941941345496942
"thetaparm",0.451893135672435,0.327390308491886,0.416789763374254,2,0.00111703032770966
"thetaparm",0.40135997463949,0.270421949680895,0.566530602052808,2,0.000453394803706392
"thetaparm",0.49305405956693,0.379598052473739,0.0756879097316414,0,0.00100663652524396
"thetaparm",0.524056028807536,0.408588006393984,0.0104365847073495,2,0.000421322948702185
"thetaparm",0.437980409013107,0.316254453966394,0.425816964125261,1,0.00105810016970169
"thetaparm",0.287320223636925,0.149806498549879,0.819273074157536,2,0.000523342746112071
"thetaparm",0.238663338357583,0.0836702531669289,0.91071952576749,1,0.000489687909062744
"thetaparm",0.229224454378709,0.0520394418854266,0.943321498576552,3,0.000931528823935636
"thetaparm",0.460103000979871,0.341144972480834,0.331837360048667,1,0.0010746580220524
"thetaparm",0.449108331929892,0.323127634357661,0.399653746047989,3,0.00056550264276857
"thetaparm",0.476992435753345,0.369959984906018,0.0297699775546789,3,0.00089298014726737
"thetaparm",0.509522480424494,0.399162088520825,0.0136055904440582,1,0.000575075674200089
"thetaparm",0.487742319935933,0.364015273749828,0.261501701781526,3,0.000457124156036919
"thetaparm",0.416671556653455,0.294534950982779,0.470912504475564,0,0.000280234290918804
"thetaparm",0.427947666496038,0.300473722163588,0.469587206374854,2,0.000666446778553476
"thetaparm",0.346039755735546,0.216103971470147,0.686039780033752,1,6.11080638706733e-05
"thetaparm",0.468375999946147,0.350175072671846,0.275117618497461,1,0.000304435289762026
"thetaparm",0.348007220542058,0.215391108766198,0.709313260624185,0,0.00118832439450759
"thetaparm",0.424341453472152,0.294654740020633,0.532079856144264,3,0.00113853284323311
"thetaparm",0.358990111621097,0.229314020602033,0.641954966820776,0,0.00117375397776835
"thetaparm",0.301716497400776,0.159661172656342,0.80420839576982,0,0.000583205153510902
"thetaparm",0.423171322327107,0.300586499739438,0.4353246120736,0,0.000756169457058257
"thetaparm",0.402896501589566,0.279069291194901,0.51748829963617,0,6.77305845619459e-05
"thetaparm",0.505742644425482,0.396117640659213,0.00386098981834948,1,0.000281453640291349
"thetaparm",0.471048717387021,0.359833451453596,0.138716169400141,2,0.00055856609422433
"thetaparm",0.354984343750402,0.233167268335819,0.601071004755795,3,0.0011088449492112
"thetaparm",0.403891066322103,0.271551561309025,0.593115049879998,3,0.000926503612906464
"thetaparm",0.217095043743029,0.0268976567313075,0.960190676851198,3,0.00108932197727806
"thetaparm",0.388296194374561,0.270405626157299,0.509387217462063,3,0.000303017457632337
"thetaparm",0.50315891392529,0.389495691983029,0.0488800150342286,0,0.000738005482722379
"thetaparm",0.382044196361676,0.25891028996557,0.574678838951513,2,0.000708719299972325
"thetaparm",0.342602726072073,0.210725807351992,0.702952639199793,1,0.000117016925189083
"thetaparm",0.454112391686067,0.34454759536311,0.213545371312648,3,0.000618669616211171
"thetaparm",0.447942494181916,0.330882976297289,0.330992916831747,1,0.000477114708032446
"thetaparm",0.435699328081682,0.31793630332686,0.396465569734573,1,0.00126541324315423
"thetaparm",0.469034159556031,0.354997288435698,0.206338845659047,1,2.73708602923847e-05
"thetaparm",0.466687154490501,0.352585718501359,0.207093111006543,1,0.000305410149107066
"thetaparm",0.320288810878992,0.19258119049482,0.718190332176164,3,0.000515010079245197
"thetaparm",0.422810907708481,0.298546169186011,0.453911124495789,1,0.000683612588835779
"thetaparm",0.354879797901958,0.220051757059991,0.703975621378049,1,0.000902230679430967
"thetaparm",0.441764818504453,0.312544905813411,0.457737343851477,3,0.000231523900753379
"thetaparm",0.430015703430399,0.310725959250703,0.383606391493231,1,0.000649287738201412
"thetaparm",0.324468433391303,0.197053069248796,0.728038122411817,3,0.00122137868211306
"thetaparm",0.464208922348917,0.34705345495604,0.273909144336358,0,0.000249138376590487
"thetaparm",0.502876962302253,0.385166916996241,0.107329195830971,2,0.0010269399568657
"thetaparm",0.507255144417286,0.392321176361293,0.0693917209282517,1,0.000339138855575984
"thetaparm",0.461817795876414,0.342845991021022,0.325364736374468,1,0.00101916150989479
"thetaparm",0.50576877198182,0.38892744621262,0.0769793167710304,2,0.00117929148621223
"thetaparm",0.432230669772252,0.303969351109117,0.496315754950047,3,0.000872447944099439
"thetaparm",0.443308272399008,0.329645167570561,0.309352839831263,2,0.000676255398956507
"thetaparm",0.287463201675564,0.133641570108011,0.852872883901,3,0.000677728478406279
"thetaparm",0.50130682066083,0.380242995684966,0.167554651387036,3,0.000905334274918613
"thetaparm",0.280526568414643,0.129175588022918,0.864317447179928,2,0.000915859764630683
"thetaparm",0.490189738804474,0.380789404036477,0.0330585001502186,2,0.000515380287179745
"thetaparm",0.212958838790655,0.0258827563375235,0.958609438268468,2,9.40100434585756e-05
"thetaparm",0.446245163446292,0.335127007681876,0.23560442798771,3,0.000348538515651271
"thetaparm",0.503357733832672,0.391450012568384,0.0228051173035055,0,0.00057650305953429
"thetaparm",0.482379126595333,0.365826463326812,0.226527850143611,1,0.000961665822572261
"thetaparm",0.476795069174841,0.36012431490235,0.227026685606688,0,0.000314690007817933
"thetaparm",0.440520526841283,0.317988367285579,0.384436617372558,1,0.000773041819264717
"thetaparm",0.521088916575536,0.408237172989175,0.0101730932947248,1,0.000491965830846559
"thetaparm",0.440394055331126,0.315054076490924,0.448167444439605,2,0.000787140775737816
"thetaparm",0.448391266167164,0.327820798614994,0.376479465514421,1,0.000738754078718644
"thetaparm",0.316475417697802,0.188593372004107,0.736974796047434,3,0.000517350759061341
"thetaparm",0.368700224440545,0.23474281700328,0.654773845570162,2,0.000531551491130017
"thetaparm",0.47439601412043,0.349818713730201,0.345224830554798,3,0.000752628499915555
"thetaparm",0.364754436770454,0.228780719218776,0.68578796624206,2,0.000440121376740928
"thetaparm",0.481141285505146,0.373566438211128,0.0320221553556621,3,0.00064351087570844
"thetaparm",0.395289376145229,0.268898274982348,0.575856237439439,0,0.00118823373736359
"thetaparm",0.413724448299035,0.285107165807858,0.550770574249327,2,0.00124250228992943
"thetaparm",0.463767421897501,0.340372906066477,0.339145738631487,2,0.00017701855354289
"thetaparm",0.433746578171849,0.302946734242141,0.4731855916325,3,0.00116103470891397
"thetaparm",0.458482529269531,0.341992028988898,0.27371340082027,0,0.000105619051445838
