"","time","S","I","R","C","V6"
"712",217,0.50036033213371,0.00273080245092219,0.496908865415368,0.499539667866291,0.231049060186648
"721",218,0.500044720388911,0.00273093022802752,0.497224349383061,0.49985527961109,0.231049060186648
"731",219,0.499729304462998,0.00273085892528895,0.497539836611712,0.500170695537002,0.231049060186648
"741",220,0.499414107200337,0.00273058868905201,0.49785530411061,0.500485892799663,0.231049060186648
"751",221,0.499099151367215,0.00273011972348904,0.498170728909295,0.500800848632785,0.231049060186648
"761",222,0.498784459645363,0.00272945229041363,0.498486088064223,0.501115540354638,0.231049060186648
"771",223,0.498470054625523,0.00272858670905976,0.498801358665416,0.501429945374477,0.231049060186648
"781",224,0.498155958801093,0.00272752335582597,0.49911651784308,0.501744041198907,0.231049060186648
"791",225,0.497842194561822,0.00272626266398476,0.499431542774193,0.502057805438179,0.231049060186648
"801",226,0.497528784187587,0.00272480512335774,0.499746410689055,0.502371215812413,0.231049060186648
"812",227,0.497215749842241,0.00272315127995682,0.500061098877802,0.502684250157759,0.231049060186648
"821",228,0.496903113567533,0.00272130173559182,0.500375584696875,0.502996886432467,0.231049060186648
"831",229,0.496590897277113,0.00271925714744515,0.500689845575442,0.503309102722888,0.231049060186648
"841",230,0.496279122750619,0.00271701822761377,0.501003859021767,0.503620877249381,0.231049060186648
"851",231,0.495967811627851,0.00271458574261922,0.501317602629529,0.503932188372149,0.231049060186648
"861",232,0.495656985403037,0.00271196051288609,0.501631054084076,0.504243014596963,0.231049060186648
"871",233,0.495346665419187,0.00270914341218962,0.501944191168624,0.504553334580814,0.231049060186648
"881",234,0.495036872862544,0.00270613536707299,0.502256991770382,0.504863127137456,0.231049060186648
"891",235,0.494727628757144,0.00270293735623492,0.502569433886621,0.505172371242857,0.231049060186648
"901",236,0.494418953959457,0.00269955040988836,0.502881495630654,0.505481046040543,0.231049060186648
"912",237,0.494110869153156,0.00269597560909081,0.503193155237753,0.505789130846844,0.231049060186648
"921",238,0.49380339484397,0.00269221408504714,0.503504391070982,0.506096605156029,0.231049060186648
