t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
315,0.0295369,0.0146058,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,0.0142653,3.78E-05,9.64E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,9.73E-05,0.0104253,0.0252978,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0256374,0.0154486,0.0352615,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.035732,0.0154486,0.000945954,0.0024107,0.0024324
316,0.0295622,0.0146664,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,0.0143268,3.67E-05,9.39E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,0.0104011,0.0252397,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0255784,0.0154519,0.03527,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0357406,0.0154519,0.000917934,0.00234753,0.00236907
317,0.0295875,0.0147271,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,0.0143883,3.56E-05,9.15E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,9.23E-05,0.0103769,0.0251814,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.0255193,0.015455,0.0352784,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.0357491,0.015455,0.00089109,0.00228691,0.00230828
318,0.0296128,0.0147878,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,0.0144499,3.46E-05,8.91E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,0.0103526,0.0251231,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0254601,0.0154581,0.0352866,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0357574,0.0154581,0.000865369,0.00222871,0.00224992
319,0.0296382,0.0148485,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,0.0145114,3.36E-05,8.69E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,0.0103282,0.0250646,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0254008,0.0154611,0.0352947,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0357656,0.0154611,0.00084072,0.00217284,0.00219388
320,0.0296635,0.0149092,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,0.014573,3.27E-05,8.48E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,0.0103038,0.025006,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.0253414,0.015464,0.0353025,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.0357735,0.015464,0.000817093,0.00211919,0.00214007
321,0.0296888,0.01497,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,0.0146345,3.18E-05,8.27E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,0.0102794,0.0249473,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0252819,0.0154668,0.0353102,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0357813,0.0154668,0.000794444,0.00206767,0.00208839
322,0.0297142,0.0150307,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,0.0146961,3.09E-05,8.07E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,0.0102549,0.0248886,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0252224,0.0154696,0.0353178,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.035789,0.0154696,0.000772728,0.00201818,0.00203874
323,0.0297395,0.0150914,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,0.0147576,3.01E-05,7.88E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,0.0102304,0.0248298,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0251628,0.0154724,0.0353252,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0357965,0.0154724,0.000751903,0.00197065,0.00199105
324,0.0297648,0.015152,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,0.0148191,2.93E-05,7.70E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,0.0102059,0.024771,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.0251031,0.015475,0.0353325,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.0358038,0.015475,0.000731929,0.00192498,0.00194522
325,0.0297902,0.0152127,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,0.0148806,2.85E-05,7.52E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,0.0101813,0.0247121,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0250434,0.0154776,0.0353396,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.0154776,0.00071277,0.0018811,0.00190119
326,0.0298155,0.0152733,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,0.014942,2.78E-05,7.36E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,7.44E-05,0.0101567,0.0246531,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0249836,0.0154802,0.0353466,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0154802,0.000694389,0.00183893,0.00185887
327,0.0298408,0.0153339,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,0.0150034,2.71E-05,7.19E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,7.27E-05,0.0101322,0.0245941,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0249238,0.0154827,0.0353535,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0358251,0.0154827,0.000676752,0.00179841,0.00181819
328,0.0298661,0.0153945,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,0.0150648,2.64E-05,7.04E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,7.12E-05,0.0101075,0.0245351,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.024864,0.0154851,0.0353602,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0358319,0.0154851,0.000659826,0.00175946,0.00177909
329,0.0298913,0.015455,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,0.0151261,2.57E-05,6.89E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,6.97E-05,0.0100829,0.0244761,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0248042,0.0154875,0.0353668,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0358386,0.0154875,0.000643581,0.00172202,0.00174151
330,0.0299166,0.0155155,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,0.0151874,2.51E-05,6.74E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,6.82E-05,0.0100583,0.0244171,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0247444,0.0154898,0.0353733,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0358452,0.0154898,0.000627987,0.00168603,0.00170537
331,0.0299418,0.0155759,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,0.0152486,2.45E-05,6.61E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,0.0100337,0.0243581,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0246846,0.0154921,0.0353797,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0358517,0.0154921,0.000613017,0.00165143,0.00167063
332,0.029967,0.0156362,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,0.0153098,2.39E-05,6.47E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,6.55E-05,0.0100091,0.024299,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0246247,0.0154944,0.035386,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0358581,0.0154944,0.000598643,0.00161816,0.00163723
333,0.0299922,0.0156965,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,0.0153709,2.34E-05,6.34E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,6.42E-05,0.00998443,0.02424,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0245649,0.0154966,0.0353922,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0358644,0.0154966,0.000584841,0.00158618,0.00160511
334,0.0300173,0.0157567,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,0.0154319,2.29E-05,6.22E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,0.0099598,0.024181,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0245051,0.0154988,0.0353983,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0358705,0.0154988,0.000571586,0.00155543,0.00157422
