t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
335,0.0300425,0.0158169,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,0.0154929,2.24E-05,6.10E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,6.18E-05,0.00993519,0.0241221,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0244453,0.0155009,0.0354044,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0358766,0.0155009,0.000558855,0.00152586,0.00154453
336,0.0300676,0.015877,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,0.0155538,2.19E-05,5.99E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,0.00991058,0.0240631,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.0243856,0.015503,0.0354103,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.0358826,0.015503,0.000546628,0.00149743,0.00151597
337,0.0300926,0.015937,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,0.0156146,2.14E-05,5.88E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,5.95E-05,0.00988599,0.0240042,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.0243259,0.015505,0.0354161,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.0358885,0.015505,0.000534882,0.0014701,0.00148851
338,0.0301177,0.0159969,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,0.0156753,2.09E-05,5.78E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,5.85E-05,0.00986141,0.0239453,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0242662,0.0155071,0.0354219,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0358944,0.0155071,0.000523598,0.00144382,0.00146211
339,0.0301426,0.0160568,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,0.015736,2.05E-05,5.67E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,0.00983684,0.0238865,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0242065,0.0155091,0.0354275,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0359001,0.0155091,0.000512758,0.00141855,0.00143673
340,0.0301676,0.0161166,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,0.0157965,2.01E-05,5.58E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,0.00981229,0.0238277,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.024147,0.015511,0.0354331,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.0359058,0.015511,0.000502343,0.00139425,0.00141232
341,0.0301925,0.0161762,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,0.015857,1.97E-05,5.48E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,5.56E-05,0.00978776,0.0237689,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0240874,0.0155129,0.0354386,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0359114,0.0155129,0.000492336,0.0013709,0.00138886
342,0.0302174,0.0162358,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,0.0159174,1.93E-05,5.39E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,0.00976326,0.0237102,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0240279,0.0155148,0.0354441,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0359169,0.0155148,0.000482722,0.00134845,0.0013663
343,0.0302423,0.0162953,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,0.0159777,1.89E-05,5.31E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,0.00973877,0.0236516,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0239685,0.0155167,0.0354495,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0359224,0.0155167,0.000473484,0.00132688,0.00134463
344,0.0302671,0.0163547,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,0.0160379,1.86E-05,5.22E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,0.00971432,0.023593,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0239092,0.0155185,0.0354548,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0359278,0.0155185,0.000464609,0.00130614,0.00132379
345,0.0302919,0.016414,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,0.016098,1.82E-05,5.14E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,0.00968988,0.0235345,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0238499,0.0155203,0.03546,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0359331,0.0155203,0.000456081,0.00128622,0.00130378
346,0.0303166,0.0164733,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,0.016158,1.79E-05,5.07E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,5.14E-05,0.00966548,0.0234761,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0237906,0.0155221,0.0354652,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0359384,0.0155221,0.000447888,0.00126709,0.00128455
347,0.0303413,0.0165324,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,0.0162179,1.76E-05,4.99E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,5.06E-05,0.0096411,0.0234177,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0237315,0.0155239,0.0354704,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0359436,0.0155239,0.000440017,0.00124871,0.00126608
348,0.0303659,0.0165914,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,0.0162776,1.73E-05,4.92E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,0.00961676,0.0233594,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0236724,0.0155256,0.0354754,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0359488,0.0155256,0.000432456,0.00123106,0.00124835
349,0.0303905,0.0166502,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,0.0163373,1.70E-05,4.86E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,0.00959245,0.0233012,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0236134,0.0155273,0.0354805,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0359539,0.0155273,0.000425193,0.00121411,0.00123133
350,0.0304151,0.016709,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,0.0163969,1.67E-05,4.79E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,4.86E-05,0.00956817,0.0232431,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.0235545,0.015529,0.0354855,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.0359589,0.015529,0.000418217,0.00119786,0.00121499
351,0.0304396,0.0167677,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,0.0164563,1.65E-05,4.73E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,0.00954392,0.023185,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0234957,0.0155307,0.0354904,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0359639,0.0155307,0.000411518,0.00118226,0.00119933
352,0.0304641,0.0168262,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,0.0165156,1.62E-05,4.67E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,4.74E-05,0.00951971,0.0231271,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.023437,0.0155323,0.0354953,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0359689,0.0155323,0.000405086,0.0011673,0.0011843
353,0.0304885,0.0168847,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,0.0165748,1.60E-05,4.61E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,4.68E-05,0.00949554,0.0230692,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0233784,0.0155339,0.0355001,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0359738,0.0155339,0.000398912,0.00115297,0.0011699
354,0.0305129,0.016943,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,0.0166339,1.57E-05,4.56E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,0.00947141,0.0230114,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0233198,0.0155355,0.0355049,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0359787,0.0155355,0.000392986,0.00113923,0.00115611
