t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
398,0.0315638,0.0209553,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,0.0191401,1.20E-05,3.48E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,3.93E-05,0.00842425,0.0190099,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0208205,0.0155117,0.0329413,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0360098,0.0155117,0.000298767,0.000868884,0.000982955
399,0.0315854,0.0210032,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,0.0191924,1.20E-05,3.48E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,3.94E-05,0.0084026,0.018962,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0207682,0.0155131,0.0329454,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0360145,0.0155131,0.000298983,0.000871054,0.000985887
400,0.031607,0.0210509,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,0.0192445,1.20E-05,3.49E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,0.008381,0.0189141,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.020716,0.0155146,0.0329496,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0360193,0.0155146,0.0002993,0.000873516,0.000989146
401,0.0316285,0.0210985,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,0.0192964,1.20E-05,3.51E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,3.97E-05,0.00835947,0.0188665,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.0206639,0.015516,0.0329538,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.036024,0.015516,0.00029972,0.000876272,0.000992737
402,0.03165,0.0211459,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,0.0193481,1.20E-05,3.52E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,0.008338,0.018819,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.020612,0.0155174,0.032958,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0360288,0.0155174,0.00030024,0.000879322,0.000996661
403,0.0316714,0.0211931,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,0.0193997,1.20E-05,3.53E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,0.00831658,0.0187716,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0205603,0.0155188,0.0329623,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0360337,0.0155188,0.000300863,0.000882669,0.00100092
404,0.0316927,0.0212402,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,0.0194511,1.21E-05,3.55E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,0.00829523,0.0187243,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0205087,0.0155203,0.0329665,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0360385,0.0155203,0.000301588,0.000886315,0.00100552
405,0.031714,0.0212871,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,0.0195023,1.21E-05,3.56E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,0.00827395,0.0186772,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0204573,0.0155217,0.0329709,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0360434,0.0155217,0.000302416,0.000890263,0.00101046
406,0.0317351,0.0213339,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,0.0195534,1.21E-05,3.58E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,4.06E-05,0.00825272,0.0186303,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.020406,0.0155231,0.0329752,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0360484,0.0155231,0.000303347,0.000894516,0.00101575
407,0.0317563,0.0213805,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,0.0196042,1.22E-05,3.60E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.00823156,0.0185835,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0203549,0.0155246,0.0329796,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0360534,0.0155246,0.000304381,0.000899077,0.00102138
408,0.0317773,0.021427,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,0.0196549,1.22E-05,3.62E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,0.00821046,0.0185369,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.020304,0.0155261,0.032984,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0360584,0.0155261,0.00030552,0.000903949,0.00102738
409,0.0317983,0.0214733,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,0.0197054,1.23E-05,3.64E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,0.00818942,0.0184904,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0202533,0.0155276,0.0329884,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0360635,0.0155276,0.000306764,0.000909136,0.00103373
410,0.0318192,0.0215194,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,0.0197557,1.23E-05,3.66E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,4.16E-05,0.00816845,0.018444,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.0202027,0.015529,0.0329929,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.0360686,0.015529,0.000308114,0.000914642,0.00104044
411,0.0318401,0.0215653,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,0.0198058,1.24E-05,3.68E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,0.00814754,0.0183979,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0201523,0.0155305,0.0329974,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0360737,0.0155305,0.000309571,0.000920471,0.00104753
412,0.0318609,0.0216111,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,0.0198557,1.24E-05,3.71E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,0.00812669,0.0183518,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0201021,0.0155321,0.0330019,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0360789,0.0155321,0.000311136,0.000926629,0.00105499
413,0.0318816,0.0216567,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,0.0199055,1.25E-05,3.73E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,0.00810591,0.0183059,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.020052,0.0155336,0.0330065,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0360842,0.0155336,0.00031281,0.00093312,0.00106283
414,0.0319022,0.0217022,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,0.0199551,1.26E-05,3.76E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,0.0080852,0.0182602,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0200021,0.0155351,0.0330112,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0360895,0.0155351,0.000314595,0.000939949,0.00107106
415,0.0319228,0.0217474,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,0.0200044,1.27E-05,3.79E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,4.32E-05,0.00806455,0.0182147,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0199524,0.0155367,0.0330159,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0360949,0.0155367,0.000316491,0.000947122,0.00107968
416,0.0319433,0.0217926,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,0.0200536,1.27E-05,3.82E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,0.00804396,0.0181693,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0199029,0.0155382,0.0330206,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0361003,0.0155382,0.000318501,0.000954645,0.00108871
417,0.0319637,0.0218375,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,0.0201026,1.28E-05,3.85E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,0.00802344,0.018124,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0198535,0.0155398,0.0330254,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0361058,0.0155398,0.000320626,0.000962524,0.00109815
